ukprn,provider_name,provider_type,provider_group,inspection_number,inspection_type,inspection_date,inspection_length_in_days
10004180,The Manchester Metropolitan University,Higher education institution,Higher education institutions,10041542,Full Inspection,2018.11.20,3
10007156,University of Salford,Higher education institution,Higher education institutions,10078101,Full Inspection,2019.05.14,2
10007822,Cranfield University,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007773,The Open University,Higher education institution,Higher education institutions,10078102,Full Inspection,2019.02.26,2
10004351,Middlesex University,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007799,University of Newcastle Upon Tyne,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007789,University of East Anglia,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10001282,University of Northumbria At Newcastle,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10004797,The Nottingham Trent University,Higher education institution,Higher education institutions,ITS429250,Full Inspection,2014.03.18,3
10007154,University of Nottingham,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007138,University of Northampton,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10004930,Oxford Brookes University,Higher education institution,Higher education institutions,ITS399161,Full Inspection,2013.11.26,3
10007801,University of Plymouth,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10037449,College of St Mark & St John,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007155,University of Portsmouth,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007137,University of Chichester,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007141,University of Central Lancashire,Higher education institution,Higher education institutions,10078107,Full Inspection,2019.03.05,3
10007802,University of Reading,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10005790,Sheffield Hallam University,Higher education institution,Higher education institutions,10078108,Full Inspection,2019.03.06,2
10007157,University of Sheffield,Higher education institution,Higher education institutions,10078109,Full Inspection,2019.02.12,3
10004078,London South Bank University,Higher education institution,Higher education institutions,10078110,Full Inspection,2019.02.12,2
10007146,University of Greenwich,Higher education institution,Higher education institutions,10078111,Full Inspection,2019.03.19,2
10006022,Southampton Solent University,Higher education institution,Higher education institutions,10054684,Full Inspection,2018.10.30,3
10003614,University of Winchester,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007159,University of Sunderland,Higher education institution,Higher education institutions,10078112,Full Inspection,2019.03.20,2
10006299,Staffordshire University,Higher education institution,Higher education institutions,10092143,Full Inspection,2019.05.14,3
10007767,University of Keele,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007782,St George's Hospital Medical School,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10040812,Harper Adams University,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007161,Teesside University,Higher education institution,Higher education institutions,10078114,Full Inspection,2019.01.29,3
10000961,Brunel University,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007165,University of Westminster,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007162,University of the Arts London,Higher education institution,Higher education institutions,10022558,Short inspection Conversion,2017.02.01,27
10006566,University of West London,Higher education institution,Higher education institutions,10090577,Full Inspection,2019.04.30,3
10007784,University College London,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007760,Birkbeck College,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007139,University of Worcester,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007166,University of Wolverhampton,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007167,University of York,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10007713,York St John University,Higher education institution,Higher education institutions,NULL,NULL,NA,NA
10000872,Bridge College,Independent specialist college,Independent specialist colleges,ITS423405,Full Inspection,2013.09.18,2
10004927,Activate Learning,General further education college,Colleges,NULL,NULL,NA,NA
10007842,University of Cumbria,Higher education institution,Higher education institutions,10078116,Full Inspection,2019.03.26,3
10023139,LTE Group,General further education college,Colleges,10078117,Full Inspection,2019.01.28,4
10023526,South Staffordshire College,General further education college,Colleges,10046795,Full Inspection,2018.05.15,3
10024962,Leeds City College,General further education college,Colleges,10041157,Full Inspection,2018.02.06,3
10037983,London Academy of Excellence,16-19 free school,16-19 academies,10022552,Short inspection Conversion,2017.10.04,7
10039420,Shooters Hill Sixth Form College,16-19 academy converter,16-19 academies,10109483,Full Inspection,2019.10.01,3
10024772,Royal College Manchester (Seashell Trust),Independent specialist college,Independent specialist colleges,10030787,Full Inspection,2017.10.18,2
10036143,South Gloucestershire and Stroud College,General further education college,Colleges,ITS452493,Full Inspection,2014.11.17,4
10024163,Area 51 Education Ltd,Independent specialist college,Independent specialist colleges,10004819,Full Inspection,2016.10.11,2
10038981,Sheiling College,Independent specialist college,Independent specialist colleges,ITS451325,Full Inspection,2014.12.02,1
10040374,St Martins Centre (St Roses School),Independent specialist college,Independent specialist colleges,10021853,Full Inspection,2016.12.06,2
10040375,Lakeside Early Adult Provision - LEAP College (Wargrave House Ltd),Independent specialist college,Independent specialist colleges,10109477,Full Inspection,2019.09.25,2
10040630,Haringey Sixth Form College,16-19 academy converter,16-19 academies,10123016,Full Inspection,2020.01.28,2
10041654,Trinity Sixth Form Academy,16-19 free school,16-19 academies,10041158,Full Inspection,2018.03.14,2
10042041,Connell Coop College,16-19 free school,16-19 academies,10044794,Full Inspection,2018.01.15,2
10042040,Kimberley 16 - 19 Stem College,16-19 free school,16-19 academies,10022600,Full Inspection,2017.01.24,2
10042335,Sir Isaac Newton Sixth Form Free School,16-19 free school,16-19 academies,10046797,Short inspection Conversion,2018.04.25,9
10046829,King's College London Maths School,16-19 free school,16-19 academies,10022551,Full Inspection,2017.04.25,2
10046731,Salisbury Sixth Form College,16-19 free school,16-19 academies,10022512,Full Inspection,2017.02.08,2
10047216,Harris Westminster Sixth Form,16-19 free school,16-19 academies,10020154,Full Inspection,2016.10.04,2
10042362,Chapeltown Academy,16-19 free school,16-19 academies,10054610,Full Inspection,2018.09.26,2
10045912,Exeter Mathematics School,16-19 free school,16-19 academies,10022503,Full Inspection,2017.01.24,2
10046350,Big Creative Academy,16-19 free school,16-19 academies,10022537,Full Inspection,2017.04.26,2
10047200,East London Arts & Music,16-19 free school,16-19 academies,10030698,Full Inspection,2017.05.17,2
10048022,Percy Hedley Hedleys College,Independent specialist college,Independent specialist colleges,ITS376165,Full Inspection,2011.09.27,2
10004502,St Piers College (Young Epilepsy),Independent specialist college,Independent specialist colleges,ITS429197,Full Inspection,2014.01.21,3
10048265,Ambitious College,Independent specialist college,Independent specialist colleges,10030692,Full Inspection,2017.04.26,2
10046840,Heart of Birmingham Vocational College,Independent specialist college,Independent specialist colleges,ITS455855,Full Inspection,2015.04.20,2
10044606,Landau Forte Academy Tamworth Sixth Form,16-19 academy sponsor led,16-19 academies,10054611,Full Inspection,2018.09.18,2
10021185,Groundwork South Tyneside and Newcastle,Independent specialist college,Independent specialist colleges,10090579,Full Inspection,2019.05.20,2
10032898,Trinity Specialist College,Independent specialist college,Independent specialist colleges,10078119,Full Inspection,2019.01.30,2
10041170,Expanse Learning (Expanse Group Ltd),Independent specialist college,Independent specialist colleges,10054602,Full Inspection,2018.09.24,2
10049051,Chatsworth Futures Limited,Independent specialist college,Independent specialist colleges,10078120,Full Inspection,2019.01.22,2
10053859,Elliott Hudson College,16-19 free school,16-19 academies,10041185,Full Inspection,2018.03.07,2
10053513,Harington School,16-19 free school,16-19 academies,10022578,Full Inspection,2017.01.17,2
10046853,Lifeworks College,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10053874,One Sixth Form College,16-19 academy converter,16-19 academies,NULL,NULL,NA,NA
10055888,Trinity Solutions Academy,16-19 academy converter,16-19 academies,10054603,Full Inspection,2018.11.20,2
10056989,TBAP 16-19 Academic AP Academy,16-19 free school,16-19 academies,10090573,Full Inspection,2019.06.11,1
10056979,LIPA Sixth Form College,16-19 free school,16-19 academies,10054604,Full Inspection,2019.02.26,2
10032448,Eat That Frog C.I.C,Independent specialist college,Independent specialist colleges,10043900,Full Inspection,2018.02.26,2
10057953,Goldwyn Sixth Form College,Independent specialist college,Independent specialist colleges,10044140,Full Inspection,2018.06.06,2
10055479,Birtenshaw,Independent specialist college,Independent specialist colleges,10043949,Full Inspection,2018.01.29,2
10056251,Brentwood Community College,Independent specialist college,Independent specialist colleges,10043951,Full Inspection,2018.07.10,2
10056854,Wilson Stuart University College Birmingham Partnership Trust,Independent specialist college,Independent specialist colleges,10046801,Full Inspection,2019.03.27,2
10056799,Trinity Post 16 Solutions Ltd.,Independent specialist college,Independent specialist colleges,10046802,Full Inspection,2018.04.18,2
10057205,The Ridge Employability College,Independent specialist college,Independent specialist colleges,10046803,Full Inspection,2018.11.07,2
10055015,Lifebridge ASEND,Independent specialist college,Independent specialist colleges,10123104,Full Inspection,2020.01.21,2
10028480,The Autism Project - CareTrade,Independent specialist college,Independent specialist colleges,10041188,Full Inspection,2018.01.30,2
10057981,Ada National College for Digital Skills,General further education college,Colleges,10054629,Full Inspection,2018.10.09,3
10083743,Dixons Free Sixth Form,16-19 free school,16-19 academies,NULL,NULL,NA,NA
10062355,Hereford Sixth Form College,16-19 academy converter,16-19 academies,ITS320848,Full Inspection,2008.04.15,1
10063421,Rochdale Sixth Form College,16-19 academy converter,16-19 academies,ITS409580,Full Inspection,2013.03.05,3
10066505,"Newham Collegiate Sixth Form Centre, City of London Academy",16-19 free school,16-19 academies,NULL,NULL,NA,NA
10065005,New College Doncaster,16-19 free school,16-19 academies,NULL,NULL,NA,NA
10063538,Chadsgrove Educational Trust Specialist College,Independent specialist college,Independent specialist colleges,10081545,Full Inspection,2019.02.27,2
10063721,New College Pontefract,16-19 academy converter,16-19 academies,ITS423377,Full Inspection,2014.04.01,3
10064832,Callywith College,16-19 free school,16-19 academies,10123152,Full Inspection,2020.01.14,2
10065007,London Academy of Excellence Tottenham,16-19 free school,16-19 academies,NULL,NULL,NA,NA
10063846,Priestley College,16-19 academy converter,16-19 academies,10090586,Full Inspection,2019.05.14,2
10041272,Liberty Training,Independent specialist college,Independent specialist colleges,10099776,Full Inspection,2019.07.31,2
10005557,Royal Mencap Society,Independent specialist college,Independent specialist colleges,10102133,Full Inspection,2019.06.25,3
10055371,Community College Initiative Ltd,Independent specialist college,Independent specialist colleges,10099774,Full Inspection,2019.06.05,2
10028500,Bemix,Independent specialist college,Independent specialist colleges,10081541,Full Inspection,2019.03.19,2
10064516,Calman Colaiste (Kisimul Group),Independent specialist college,Independent specialist colleges,10081542,Full Inspection,2019.03.27,2
10045935,SupaJam Education In Music and Media,Independent specialist college,Independent specialist colleges,10099775,Full Inspection,2019.06.11,2
10064084,Health Education England,Independent specialist college,Independent specialist colleges,10081537,Full Inspection,2019.12.10,2
10064686,Birkenhead Sixth Form College,16-19 academy converter,16-19 academies,10020103,Short inspection Conversion,2016.12.07,2
10064664,Longley Park Sixth Form,16-19 academy converter,16-19 academies,10054605,Full Inspection,2018.10.03,2
10064663,"The Sixth Form College, Solihull",16-19 academy converter,16-19 academies,10123094,Full Inspection,2020.02.11,3
10065366,Worcester Sixth Form College,16-19 academy converter,16-19 academies,ITS406868,Full Inspection,2012.10.09,3
10065145,Oldham Sixth Form College,16-19 academy converter,16-19 academies,ITS408454,Full Inspection,2013.02.26,3
10065146,City of Stoke-On-Trent Sixth Form College,16-19 academy converter,16-19 academies,ITS446035,Full Inspection,2015.04.21,3
10065147,Godalming College,16-19 academy converter,16-19 academies,10109417,Full Inspection,2019.12.03,3
10065148,Reigate College,16-19 academy converter,16-19 academies,ITS329232,Full Inspection,2008.10.21,1
10065149,Esher Sixth Form College,16-19 academy converter,16-19 academies,ITS322404,Full Inspection,2008.05.07,1
10065150,Woking College,16-19 academy converter,16-19 academies,ITS362661,Full Inspection,2010.11.22,3
10065175,The Sixth Form College Farnborough,16-19 academy converter,16-19 academies,ITS295114,Full Inspection,2007.05.01,0
10067343,KMS Kent Ltd,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10010025,ROC College (part of United Response),Independent specialist college,Independent specialist colleges,10081543,Full Inspection,2019.06.12,2
10065462,Melton Vale Sixth Form College,16-19 academy converter,16-19 academies,NULL,NULL,NA,NA
10067033,Catcote Futures,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10065472,King Edward VI College,16-19 academy converter,16-19 academies,ITS443135,Full Inspection,2015.04.28,3
10065473,Queen Mary's College,16-19 academy converter,16-19 academies,ITS345838,Full Inspection,2010.05.11,3
10068120,Harris Professional Skills Sixth Form,16-19 free school,16-19 academies,NULL,NULL,NA,NA
10065941,Prior Pursglove and Stockton Sixth Form College,16-19 academy converter,16-19 academies,10085626,Full Inspection,2019.03.26,3
10065834,Richard Taunton Sixth Form College,16-19 academy converter,16-19 academies,10078121,Full Inspection,2019.01.22,2
10065835,St Vincent College,16-19 academy converter,16-19 academies,10054669,Full Inspection,2018.11.21,2
10065942,Thomas Rotherham College,16-19 academy converter,16-19 academies,10123095,Full Inspection,2019.10.01,2
10067306,Sir John Deane's College,16-19 academy converter,16-19 academies,ITS318908,Full Inspection,2008.02.27,1
10067981,East Norfolk Sixth Form College,16-19 academy converter,16-19 academies,10020140,Short inspection Conversion,2016.10.18,17
10068090,CAPA College,16-19 free school,16-19 academies,NULL,NULL,NA,NA
10083773,The London Screen Academy,16-19 free school,16-19 academies,NULL,NULL,NA,NA
10067746,Aurora Boveridge College,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10043186,Fir Tree Fishery CIC,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10067674,LINK19 College,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10067866,The Michael Tippett College,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10067359,Victoria College,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10055517,My Life Learning,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10067684,Routes4Life Limited,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10068178,Downs View Life Skills College,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10067032,Lighthouse Futures Trust,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10014001,University of Suffolk,Higher education institution,Higher education institutions,10123155,Full Inspection,2020.03.03,2
10068204,Newfriars College,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10068234,Skills for Independence and Employability Ltd,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10081018,Future Finders Employability College,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10068038,Oakbridge Special Education,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10067747,Woodbridge College,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10080810,Hartpury College,Specialist further education college,Colleges,10041129,Short inspection Conversion,2018.05.01,3
10082366,Ashton Sixth Form College,16-19 academy converter,16-19 academies,10123064,Short inspection Conversion,2020.01.08,13
10083728,Abbeygate Sixth Form College,16-19 free school,16-19 academies,NULL,NULL,NA,NA
10084488,Bilborough College,16-19 academy converter,16-19 academies,10008473,Full Inspection,2016.09.27,3
10068348,GREAT OAK CHARITABLE TRUST T/A GREAT OAKS COLLEGE,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10083456,Grow 19 LTD,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10083544,FORWARD2 EMPLOYMENT LIMITED,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10083475,Folkestone Beacon Plus,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10083399,ROTHERHAM OPPORTUNITIES COLLEGE,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10083841,Q+,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10084353,Valley College,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10086705,University of Liverpool Mathematics School,16-19 free school,16-19 academies,NULL,NULL,NA,NA
10067932,Phoenix Autism Trust,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10084430,Horizons College,Independent specialist college,Independent specialist colleges,10046799,Full Inspection,2018.05.01,2
10085525,Gateway Sixth Form College,16-19 academy converter,16-19 academies,10109473,Full Inspection,2019.10.08,3
10086696,Beauchamp City Sixth Form,16-19 free school,16-19 academies,NULL,NULL,NA,NA
10057307,Woodpecker Court,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10049230,AutismAble CIC,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10086880,King Edward VI College Stourbridge,16-19 academy converter,16-19 academies,10037333,Full Inspection,2017.10.03,3
10086392,The Park College,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10059514,Active Learning Trust Linc 19 - 25,Independent specialist college,Independent specialist colleges,NULL,NULL,NA,NA
10087582,Woodhouse College,16-19 academy converter,16-19 academies,ITS298343,Full Inspection,2007.01.24,0
10088120,William Morris College,Independent specialist college,Independent specialist colleges,ITS385364,Full Inspection,2012.03.13,2
10044946,Brogdale CIC,Independent specialist college,Independent specialist colleges,10081540,Full Inspection,2019.03.11,2
10046797,BC Arch Limited,Independent learning provider,Independent learning providers (including employer providers),10008460,Full Inspection,2016.02.23,3
10031805,KS Dance,Dance and drama college,Dance and drama colleges,NULL,NULL,NA,NA
10029308,The Skills Network Limited,Independent learning provider,Independent learning providers (including employer providers),10046804,Full Inspection,2018.05.01,3
10042505,Somerset Skills & Learning CIC,Local authority provider,Adult community education providers,10030774,Full Inspection,2017.06.27,3
10038772,British Academy of Jewellery,Employer provider,Independent learning providers (including employer providers),10078122,Full Inspection,2019.01.29,3
10042132,Specsavers Optical Superstores Limited,Employer provider,Independent learning providers (including employer providers),10041176,Full Inspection,2018.02.06,3
10023489,Acorn Training Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10033608,Beacon Education Partnership Limited,Independent learning provider,Independent learning providers (including employer providers),10041177,Full Inspection,2018.02.27,3
10009263,City College Nottingham,Independent learning provider,Independent learning providers (including employer providers),10109470,Full Inspection,2019.11.05,3
10023898,Enabling Development Opportunities Ltd,Independent learning provider,Independent learning providers (including employer providers),10054718,Full Inspection,2018.09.18,3
10021254,JFC Training College Ltd,Independent learning provider,Independent learning providers (including employer providers),10037425,Full Inspection,2017.12.05,2
10034279,Dhunay Corporation Ltd,Independent learning provider,Independent learning providers (including employer providers),10054692,Full Inspection,2018.11.06,3
10022570,Tower College Of Further And Higher Education London Limited,Independent learning provider,Independent learning providers (including employer providers),10123097,Full Inspection,2020.02.04,2
10045136,Elmhouse Training,Independent learning provider,Independent learning providers (including employer providers),10037426,Full Inspection,2017.10.31,2
10022567,Simian Risk Management Limited,Independent learning provider,Independent learning providers (including employer providers),10078123,Full Inspection,2019.03.05,2
10034044,New London Educational Trust,Independent learning provider,Independent learning providers (including employer providers),10078124,Full Inspection,2019.01.26,4
10035281,Abacus Training Group,Independent learning provider,Independent learning providers (including employer providers),10056119,Full Inspection,2019.04.30,2
10037345,The Teaching & Learning Group Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10025267,Bock Consultancy & Personnel Development Limited,Independent learning provider,Independent learning providers (including employer providers),10054697,Full Inspection,2018.12.11,3
10023871,Results Consortium Limited,Independent learning provider,Independent learning providers (including employer providers),10055143,Full Inspection,2018.10.30,3
10031745,London Cactus Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10032396,Encompass Consultancy,Independent learning provider,Independent learning providers (including employer providers),10046809,Full Inspection,2018.08.07,3
10053340,Escala Training Academy,Independent learning provider,Independent learning providers (including employer providers),10054699,Full Inspection,2018.11.28,2
10021303,Home Group Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10027803,LD Training Services Limited,Independent learning provider,Independent learning providers (including employer providers),10054700,Full Inspection,2018.11.20,3
10027935,Prospects Training International Limited,Independent learning provider,Independent learning providers (including employer providers),10123135,Full Inspection,2020.03.10,3
10028094,Skills North East,Independent learning provider,Independent learning providers (including employer providers),10109484,Full Inspection,2019.10.22,2
10032147,Specialist Trade Courses Ltd,Independent learning provider,Independent learning providers (including employer providers),10054701,Full Inspection,2018.11.13,3
10023492,Templegate Training Academy CIC,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10032250,Lionheart in the Community Limited,Independent learning provider,Independent learning providers (including employer providers),10041180,Full Inspection,2018.02.06,3
10028909,Mediprospects,Independent learning provider,Independent learning providers (including employer providers),10041181,Full Inspection,2018.02.13,3
10028965,Simply one Stop Limited,Independent learning provider,Independent learning providers (including employer providers),10041183,Full Inspection,2018.03.06,2
10032052,Train Together,Independent learning provider,Independent learning providers (including employer providers),10030773,Full Inspection,2018.01.23,2
10031093,The Tess Group,Independent learning provider,Independent learning providers (including employer providers),10022577,Full Inspection,2017.02.01,2
10036807,CAN Training,Independent learning provider,Independent learning providers (including employer providers),10054649,Full Inspection,2019.05.20,2
10031912,Debut Training Academy Limited,Independent learning provider,Independent learning providers (including employer providers),10078128,Full Inspection,2019.03.05,3
10048290,Blue Arrow Limited,Employer provider,Independent learning providers (including employer providers),10054639,Full Inspection,2019.02.12,3
10040525,United Utilities Water Limited,Employer provider,Independent learning providers (including employer providers),10054257,Full Inspection,2018.08.01,2
10065854,Manchester University NHS Foundation Trust,Employer provider,Independent learning providers (including employer providers),10123153,Full Inspection,2020.01.14,3
10041422,Greenwich Leisure Ltd,Employer provider,Independent learning providers (including employer providers),10078130,Full Inspection,2019.03.18,3
10041501,West Midlands Ambulance Service,Independent learning provider,Independent learning providers (including employer providers),10054720,Full Inspection,2018.09.25,3
10046498,1st Care Training Limited,Independent learning provider,Independent learning providers (including employer providers),10054704,Full Inspection,2018.09.11,2
10043612,Focus Fitness UK Limited,Independent learning provider,Independent learning providers (including employer providers),10101155,Full Inspection,2019.08.06,2
10030935,Free To Learn Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10031544,Any Driver Limited,Independent learning provider,Independent learning providers (including employer providers),10055218,Full Inspection,2018.12.04,3
10024751,FW Solutions Limited,Independent learning provider,Independent learning providers (including employer providers),10078131,Full Inspection,2019.02.06,2
10038201,Ashley Community & Housing Ltd,Independent learning provider,Independent learning providers (including employer providers),10123131,Full Inspection,2020.01.21,2
10027453,London Professional College Ltd,Independent learning provider,Independent learning providers (including employer providers),10078132,Full Inspection,2019.03.26,3
10037715,Barrett Bell Ltd,Independent learning provider,Independent learning providers (including employer providers),10078133,Full Inspection,2018.10.23,3
10038501,NDA Foundation Limited,Independent learning provider,Independent learning providers (including employer providers),10078134,Full Inspection,2019.01.22,2
10023705,Best Practice Training & Development Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10005094,Phoenix Training Services (Midlands) Limited,Independent learning provider,Independent learning providers (including employer providers),10078135,Full Inspection,2019.02.05,3
10036585,Civil Ceremonies Limited,Independent learning provider,Independent learning providers (including employer providers),10055559,Full Inspection,2018.11.28,2
10028938,Profile Development And Training Limited,Independent learning provider,Independent learning providers (including employer providers),10056120,Full Inspection,2018.11.06,2
10020068,Community Training Portal Limited,Independent learning provider,Independent learning providers (including employer providers),10078136,Full Inspection,2019.02.27,2
10036134,Qts-Global Ltd,Independent learning provider,Independent learning providers (including employer providers),10078137,Full Inspection,2019.03.26,3
10031424,Envisage,Independent learning provider,Independent learning providers (including employer providers),10078138,Full Inspection,2019.03.06,2
10035171,The London Hairdressing Apprenticeship Academy Limited,Independent learning provider,Independent learning providers (including employer providers),10054706,Full Inspection,2018.07.24,3
10007484,The White Rose School Of Beauty And Complementary Therapies Limited,Independent learning provider,Independent learning providers (including employer providers),10078139,Full Inspection,2019.02.12,3
10032936,EMD UK CIC,Independent learning provider,Independent learning providers (including employer providers),10078140,Full Inspection,2019.03.05,2
10039668,Umbrella Training And Employment Solutions Limited,Independent learning provider,Independent learning providers (including employer providers),10056121,Full Inspection,2018.11.26,2
10019276,Eurosource,Independent learning provider,Independent learning providers (including employer providers),10046812,Full Inspection,2018.05.01,2
10019719,Flexible Training Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10024806,Access Skills Ltd,Independent learning provider,Independent learning providers (including employer providers),10078141,Full Inspection,2019.02.26,3
10048409,BRS Education Limited (The British Racing School),Independent learning provider,Independent learning providers (including employer providers),10054707,Full Inspection,2018.11.20,3
10014226,CVQO Ltd,Independent learning provider,Independent learning providers (including employer providers),10078142,Full Inspection,2019.02.05,3
10001013,Think Employment Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10005192,Premier Training International Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10005769,Seymour Davies Ltd,Independent learning provider,Independent learning providers (including employer providers),10109527,Full Inspection,2019.11.26,3
10031982,BPP UNIVERSITY Ltd,Independent learning provider,Independent learning providers (including employer providers),10090598,Full Inspection,2019.05.20,3
10008893,Poplar Housing and Regeneration Community Association Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10012179,PHX Training Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10013486,Numidia Education and Training Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10015932,Business Training Ventures Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10040440,FLM Training Ltd,Independent learning provider,Independent learning providers (including employer providers),10192193,Full Inspection,2021.06.09,5
10019217,SPS Training Solutions Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10020884,The Development Manager Ltd,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10021278,Highfields Community Association,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10021314,The Federation Of Groundwork Trusts,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10021539,Pet-Xi Training Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10021563,Centrepoint Soho,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10022410,Liral Veget Training And Recruitment Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10023196,Go Train Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10024833,NTG Training Ltd,Independent learning provider,Independent learning providers (including employer providers),10192194,Full Inspection,2021.07.20,3
10024836,Triage Central Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10025197,University Centre Quayside Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10026650,N-Gaged Training Limited,Independent learning provider,Independent learning providers (including employer providers),10109520,Full Inspection,2019.09.24,3
10028342,The Finance And Management Business School Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10029234,N A College Trust,Independent learning provider,Independent learning providers (including employer providers),10129580,Full Inspection,2020.01.13,3
10029843,Waltham International College Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10029887,Gecko Programmes Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10029907,Feligrace Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10030502,Group Horizon Limited,Independent learning provider,Independent learning providers (including employer providers),10123137,Full Inspection,2019.12.10,3
10031326,Well Associates Limited,Independent learning provider,Independent learning providers (including employer providers),10192195,Full Inspection,2021.07.20,2
10031399,JGW Training Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10033156,Back 2 Work Complete Training Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
10033193,The Number 4 Group Limited,Independent learning provider,Independent learning providers (including employer providers),NULL,NULL,NA,NA
